B, 0.0009329319000244141, 10.600142790810509
B, 0.001718759536743164, 10.60001566889218
A, 0.0011906623840332031, 10.599868332591026
A, 0.0019006729125976562, 10.599822843651452
A, 0.0005476474761962891, 19.008580521042237
B, 0.0003032684326171875, 18.960427195115077
B, 0.00021600723266601562, 27.383637932691144
A, 0.00034618377685546875, 27.274520978621847
A, 0.0003249645233154297, 35.3264102324806
A, 0.00031685829162597656, 43.26670361114589
A, 0.000446319580078125, 51.22675335883171
B, 0.0006694793701171875, 34.11316981293609
A, 0.0004265308380126953, 57.85226266308352
B, 0.00032806396484375, 41.19527010736855
B, 0.00041413307189941406, 48.96612174032952
B, 0.00022792816162109375, 56.73459669266288
B, 0.00033974647521972656, 64.20010051995077
B, 0.0011785030364990234, 70.46089286644853
A, 0.0002942085266113281, 62.78964269683932
A, 0.0003409385681152344, 69.72908521963882
B, 0.0002856254577636719, 76.50596268324429
A, 0.00039505958557128906, 74.17836202926068
B, 0.00036644935607910156, 76.11288808365019
A, 0.00041604042053222656, 75.61858112756377
A, 0.0007517337799072266, 10.600845428179676
A, 0.0017943382263183594, 10.600784512403644
B, 0.0007846355438232422, 10.601056743103097
B, 0.0019195079803466797, 10.600606824326162
A, 0.0003421306610107422, 18.78632603059421
A, 0.0003643035888671875, 26.57009017396475
A, 0.00021314620971679688, 34.72597608155662
A, 0.00025081634521484375, 42.44543369147197
A, 0.00034809112548828125, 50.12924864738564
A, 0.00020933151245117188, 58.05006843342766
B, 0.0003457069396972656, 17.925465377096796
B, 0.0003638267517089844, 25.733061907338598
B, 0.0002605915069580078, 33.6743741341103
B, 0.0003485679626464844, 41.26102689306296
A, 0.00030541419982910156, 64.78806730975676
B, 0.00043773651123046875, 48.186684541885185
A, 0.0003077983856201172, 70.29102612194906
A, 0.00038695335388183594, 77.3141194571792
A, 0.0004076957702636719, 77.54816668625884
B, 0.0004343986511230469, 52.921145793526655
B, 0.0004673004150390625, 59.47579077403945
B, 0.0005452632904052734, 66.13820850228417
B, 0.0004191398620605469, 73.10458835796675
B, 0.0003941059112548828, 73.6541843809949
